Date,Year,Month,SN,SN_clean,StdDev,Observations,Provisional
1890-12-01,1890,12,13.1,13.1,4.2,31,1
1891-01-01,1891,1,22.5,22.5,5.5,31,1
1891-02-01,1891,2,36.9,36.9,6.9,28,1
1891-03-01,1891,3,17.2,17.2,4.7,31,1
1891-04-01,1891,4,34.2,34.2,6.6,30,1
1891-05-01,1891,5,68.5,68.5,9.3,31,1
1891-06-01,1891,6,80.4,80.4,10.1,30,1
1891-07-01,1891,7,98.0,98.0,11.1,31,1
1891-08-01,1891,8,55.1,55.1,8.3,31,1
1891-09-01,1891,9,89.7,89.7,10.7,30,1
1891-10-01,1891,10,86.0,86.0,10.4,31,1
1891-11-01,1891,11,69.8,69.8,9.4,30,1
1891-12-01,1891,12,54.3,54.3,8.3,31,1
1892-01-01,1892,1,115.2,115.2,12.1,31,1
1892-02-01,1892,2,126.1,126.1,12.6,29,1
1892-03-01,1892,3,83.3,83.3,10.3,31,1
1892-04-01,1892,4,116.0,116.0,12.1,30,1
1892-05-01,1892,5,132.7,132.7,12.9,31,1
1892-06-01,1892,6,127.3,127.3,12.7,30,1
1892-07-01,1892,7,127.6,127.6,12.7,31,1
1892-08-01,1892,8,169.0,169.0,14.6,31,1
1892-09-01,1892,9,104.7,104.7,11.5,30,1
1892-10-01,1892,10,117.5,117.5,12.2,31,1
1892-11-01,1892,11,108.9,108.9,11.7,30,1
1892-12-01,1892,12,131.0,131.0,12.9,31,1
1893-01-01,1893,1,125.0,125.0,10.0,31,1
1893-02-01,1893,2,121.6,121.6,9.8,28,1
1893-03-01,1893,3,109.5,109.5,9.3,31,1
1893-04-01,1893,4,146.8,146.8,10.8,30,1
1893-05-01,1893,5,141.3,141.3,10.6,31,1
1893-06-01,1893,6,149.8,149.8,10.9,30,1
1893-07-01,1893,7,147.6,147.6,10.9,31,1
1893-08-01,1893,8,215.4,215.4,13.1,31,1
1893-09-01,1893,9,129.9,129.9,10.2,30,1
1893-10-01,1893,10,133.3,133.3,10.3,31,1
1893-11-01,1893,11,125.2,125.2,10.0,30,1
1893-12-01,1893,12,156.4,156.4,11.2,31,1
1894-01-01,1894,1,138.6,138.6,10.5,31,1
1894-02-01,1894,2,141.0,141.0,10.6,28,1
1894-03-01,1894,3,87.1,87.1,8.3,31,1
1894-04-01,1894,4,136.0,136.0,10.4,30,1
1894-05-01,1894,5,168.7,168.7,11.6,31,1
1894-06-01,1894,6,164.8,164.8,11.5,30,1
1894-07-01,1894,7,176.7,176.7,11.9,31,1
1894-08-01,1894,8,117.1,117.1,9.6,31,1
1894-09-01,1894,9,110.0,110.0,9.4,30,1
1894-10-01,1894,10,125.7,125.7,10.0,31,1
1894-11-01,1894,11,94.3,94.3,8.7,30,1
1894-12-01,1894,12,100.1,100.1,8.9,31,1
1895-01-01,1895,1,105.4,105.4,9.2,31,1
1895-02-01,1895,2,112.0,112.0,9.4,28,1
1895-03-01,1895,3,101.6,101.6,9.0,31,1
1895-04-01,1895,4,128.2,128.2,10.1,30,1
1895-05-01,1895,5,112.5,112.5,9.4,31,1
1895-06-01,1895,6,119.1,119.1,9.7,30,1
1895-07-01,1895,7,79.7,79.7,8.0,31,1
1895-08-01,1895,8,114.9,114.9,9.6,31,1
1895-09-01,1895,9,96.1,96.1,8.8,30,1
1895-10-01,1895,10,113.2,113.2,9.5,31,1
1895-11-01,1895,11,78.6,78.6,7.9,30,1
1895-12-01,1895,12,117.9,117.9,9.7,31,1
1896-01-01,1896,1,48.4,48.4,6.2,31,1
1896-02-01,1896,2,95.7,95.7,8.7,29,1
1896-03-01,1896,3,86.5,86.5,8.3,31,1
1896-04-01,1896,4,73.0,73.0,7.6,30,1
1896-05-01,1896,5,46.1,46.1,6.1,31,1
1896-06-01,1896,6,81.7,81.7,8.1,30,1
1896-07-01,1896,7,75.2,75.2,7.7,31,1
1896-08-01,1896,8,45.4,45.4,6.0,31,1
1896-09-01,1896,9,102.2,102.2,9.0,30,1
1896-10-01,1896,10,47.9,47.9,6.2,31,1
1896-11-01,1896,11,63.3,63.3,7.1,30,1
1896-12-01,1896,12,71.0,71.0,7.5,31,1
1897-01-01,1897,1,67.6,67.6,7.3,31,1
1897-02-01,1897,2,49.0,49.0,6.2,28,1
1897-03-01,1897,3,48.7,48.7,6.2,31,1
1897-04-01,1897,4,51.7,51.7,6.4,30,1
1897-05-01,1897,5,33.3,33.3,5.2,31,1
1897-06-01,1897,6,18.9,18.9,4.0,30,1
1897-07-01,1897,7,46.1,46.1,6.1,31,1
1897-08-01,1897,8,36.4,36.4,5.4,31,1
1897-09-01,1897,9,80.4,80.4,8.0,30,1
1897-10-01,1897,10,23.9,23.9,4.5,31,1
1897-11-01,1897,11,14.0,14.0,3.5,30,1
1897-12-01,1897,12,55.5,55.5,6.7,31,1
1898-01-01,1898,1,50.4,50.4,6.3,31,1
1898-02-01,1898,2,60.7,60.7,7.0,28,1
1898-03-01,1898,3,63.9,63.9,7.2,31,1
1898-04-01,1898,4,24.2,24.2,4.5,30,1
1898-05-01,1898,5,43.0,43.0,5.9,31,1
1898-06-01,1898,6,37.1,37.1,5.4,30,1
1898-07-01,1898,7,15.0,15.0,3.7,31,1
1898-08-01,1898,8,52.3,52.3,6.5,31,1
1898-09-01,1898,9,58.1,58.1,6.8,30,1
1898-10-01,1898,10,57.1,57.1,6.8,31,1
1898-11-01,1898,11,51.6,51.6,6.4,30,1
1898-12-01,1898,12,21.1,21.1,4.2,31,1
1899-01-01,1899,1,32.4,32.4,5.1,31,1
1899-02-01,1899,2,15.3,15.3,3.7,28,1
1899-03-01,1899,3,30.3,30.3,5.0,31,1
1899-04-01,1899,4,23.6,23.6,4.4,30,1
1899-05-01,1899,5,12.9,12.9,3.3,31,1
1899-06-01,1899,6,34.1,34.1,5.2,30,1
1899-07-01,1899,7,22.5,22.5,4.4,31,1
1899-08-01,1899,8,4.9,4.9,2.6,31,1
1899-09-01,1899,9,14.0,14.0,3.5,30,1
1899-10-01,1899,10,21.7,21.7,4.4,31,1
1899-11-01,1899,11,13.0,13.0,3.4,30,1
1899-12-01,1899,12,17.6,17.6,3.9,31,1
1900-01-01,1900,1,15.7,15.7,3.7,31,1
1900-02-01,1900,2,22.8,22.8,4.5,28,1
1900-03-01,1900,3,14.4,14.4,3.6,31,1
1900-04-01,1900,4,26.8,26.8,4.6,30,1
1900-05-01,1900,5,25.3,25.3,4.6,31,1
1900-06-01,1900,6,20.1,20.1,4.2,30,1
1900-07-01,1900,7,13.9,13.9,3.6,31,1
1900-08-01,1900,8,7.1,7.1,2.9,31,1
1900-09-01,1900,9,13.9,13.9,3.6,30,1
1900-10-01,1900,10,21.6,21.6,4.3,31,1
1900-11-01,1900,11,7.5,7.5,2.9,30,1
1900-12-01,1900,12,0.5,0.5,2.0,31,1
1901-01-01,1901,1,0.4,0.4,2.0,31,1
1901-02-01,1901,2,4.0,4.0,2.4,28,1
1901-03-01,1901,3,7.4,7.4,3.0,31,1
1901-04-01,1901,4,0.0,0.0,2.0,30,1
1901-05-01,1901,5,17.0,17.0,4.0,31,1
1901-06-01,1901,6,9.7,9.7,3.1,30,1
1901-07-01,1901,7,1.2,1.2,2.1,31,1
1901-08-01,1901,8,1.7,1.7,2.2,31,1
1901-09-01,1901,9,0.9,0.9,2.1,30,1
1901-10-01,1901,10,6.3,6.3,2.8,31,1
1901-11-01,1901,11,6.4,6.4,2.7,30,1
1901-12-01,1901,12,0.0,0.0,2.0,31,1
1902-01-01,1902,1,9.3,9.3,3.2,31,1
1902-02-01,1902,2,0.0,0.0,2.0,28,1
1902-03-01,1902,3,20.7,20.7,4.3,31,1
1902-04-01,1902,4,0.0,0.0,2.0,30,1
1902-05-01,1902,5,4.7,4.7,2.5,31,1
1902-06-01,1902,6,2.4,2.4,2.3,30,1
1902-07-01,1902,7,1.5,1.5,2.2,31,1
1902-08-01,1902,8,3.8,3.8,2.4,31,1
1902-09-01,1902,9,12.6,12.6,3.5,30,1
1902-10-01,1902,10,27.2,27.2,4.7,31,1
1902-11-01,1902,11,17.2,17.2,4.0,30,1
1902-12-01,1902,12,1.8,1.8,2.2,31,1
1903-01-01,1903,1,13.9,13.9,3.5,31,1
1903-02-01,1903,2,28.4,28.4,4.8,28,1
1903-03-01,1903,3,22.5,22.5,4.4,31,1
1903-04-01,1903,4,43.5,43.5,5.9,30,1
1903-05-01,1903,5,24.3,24.3,4.5,31,1
1903-06-01,1903,6,27.2,27.2,4.7,30,1
1903-07-01,1903,7,46.4,46.4,6.1,31,1
1903-08-01,1903,8,48.0,48.0,6.2,31,1
1903-09-01,1903,9,18.5,18.5,4.0,30,1
1903-10-01,1903,10,64.8,64.8,7.2,31,1
1903-11-01,1903,11,74.2,74.2,7.7,30,1
1903-12-01,1903,12,76.2,76.2,7.8,31,1
1904-01-01,1904,1,52.6,52.6,6.5,31,1
1904-02-01,1904,2,40.8,40.8,5.7,29,1
1904-03-01,1904,3,61.9,61.9,7.0,31,1
1904-04-01,1904,4,71.6,71.6,7.6,30,1
1904-05-01,1904,5,65.7,65.7,7.2,31,1
1904-06-01,1904,6,69.8,69.8,7.5,30,1
1904-07-01,1904,7,84.3,84.3,8.2,31,1
1904-08-01,1904,8,97.1,97.1,8.8,31,1
1904-09-01,1904,9,50.2,50.2,6.3,30,1
1904-10-01,1904,10,90.4,90.4,8.5,31,1
1904-11-01,1904,11,63.4,63.4,7.1,30,1
1904-12-01,1904,12,91.1,91.1,8.5,31,1
1905-01-01,1905,1,91.2,91.2,8.5,31,1
1905-02-01,1905,2,143.0,143.0,10.7,28,1
1905-03-01,1905,3,94.3,94.3,8.7,31,1
1905-04-01,1905,4,65.5,65.5,7.2,30,1
1905-05-01,1905,5,79.9,79.9,8.0,31,1
1905-06-01,1905,6,81.6,81.6,8.1,30,1
1905-07-01,1905,7,121.6,121.6,9.8,31,1
1905-08-01,1905,8,98.1,98.1,8.8,31,1
1905-09-01,1905,9,91.8,91.8,8.5,30,1
1905-10-01,1905,10,131.2,131.2,10.2,31,1
1905-11-01,1905,11,178.7,178.7,11.9,30,1
1905-12-01,1905,12,92.5,92.5,8.6,31,1
1906-01-01,1906,1,75.8,75.8,7.8,31,1
1906-02-01,1906,2,52.3,52.3,6.5,28,1
1906-03-01,1906,3,107.4,107.4,9.2,31,1
1906-04-01,1906,4,92.2,92.2,8.6,30,1
1906-05-01,1906,5,96.2,96.2,8.7,31,1
1906-06-01,1906,6,105.3,105.3,9.2,30,1
1906-07-01,1906,7,172.7,172.7,11.7,31,1
1906-08-01,1906,8,79.6,79.6,8.0,31,1
1906-09-01,1906,9,93.5,93.5,8.6,30,1
1906-10-01,1906,10,29.7,29.7,4.9,31,1
1906-11-01,1906,11,64.8,64.8,7.2,30,1
1906-12-01,1906,12,108.0,108.0,9.3,31,1
1907-01-01,1907,1,127.4,127.4,10.1,31,1
1907-02-01,1907,2,180.3,180.3,12.0,28,1
1907-03-01,1907,3,101.1,101.1,9.0,31,1
1907-04-01,1907,4,87.6,87.6,8.4,30,1
1907-05-01,1907,5,71.4,71.4,7.5,31,1
1907-06-01,1907,6,67.2,67.2,7.3,30,1
1907-07-01,1907,7,82.9,82.9,8.1,31,1
1907-08-01,1907,8,90.5,90.5,8.5,31,1
1907-09-01,1907,9,141.7,141.7,10.6,30,1
1907-10-01,1907,10,109.1,109.1,9.3,31,1
1907-11-01,1907,11,102.5,102.5,9.0,30,1
1907-12-01,1907,12,78.9,78.9,7.9,31,1
1908-01-01,1908,1,65.4,65.4,7.2,31,1
1908-02-01,1908,2,56.6,56.6,6.7,29,1
1908-03-01,1908,3,47.9,47.9,6.2,31,1
1908-04-01,1908,4,96.1,96.1,8.7,30,1
1908-05-01,1908,5,68.0,68.0,7.4,31,1
1908-06-01,1908,6,80.2,80.2,8.0,30,1
1908-07-01,1908,7,65.8,65.8,7.2,31,1
1908-08-01,1908,8,150.9,150.9,11.0,31,1
1908-09-01,1908,9,144.9,144.9,10.7,30,1
1908-10-01,1908,10,53.9,53.9,6.6,31,1
1908-11-01,1908,11,75.9,75.9,7.8,30,1
1908-12-01,1908,12,65.9,65.9,7.2,31,1
1909-01-01,1909,1,94.6,94.6,8.7,31,1
1909-02-01,1909,2,77.6,77.6,7.9,28,1
1909-03-01,1909,3,110.5,110.5,9.4,31,1
1909-04-01,1909,4,53.7,53.7,6.5,30,1
1909-05-01,1909,5,60.0,60.0,6.9,31,1
1909-06-01,1909,6,37.8,37.8,5.5,30,1
1909-07-01,1909,7,59.6,59.6,6.9,31,1
1909-08-01,1909,8,38.5,38.5,5.5,31,1
1909-09-01,1909,9,64.7,64.7,7.2,30,1
1909-10-01,1909,10,97.4,97.4,8.8,31,1
1909-11-01,1909,11,93.0,93.0,8.6,30,1
1909-12-01,1909,12,90.2,90.2,8.5,31,1
1910-01-01,1910,1,44.0,44.0,5.9,31,1
1910-02-01,1910,2,52.5,52.5,6.5,28,1
1910-03-01,1910,3,35.7,35.7,5.3,31,1
1910-04-01,1910,4,14.1,14.1,3.5,30,1
1910-05-01,1910,5,36.9,36.9,5.4,31,1
1910-06-01,1910,6,20.5,20.5,4.1,30,1
1910-07-01,1910,7,23.5,23.5,4.4,31,1
1910-08-01,1910,8,19.3,19.3,4.1,31,1
1910-09-01,1910,9,43.7,43.7,5.9,30,1
1910-10-01,1910,10,63.9,63.9,7.1,31,1
1910-11-01,1910,11,8.3,8.3,3.0,30,1
1910-12-01,1910,12,9.6,9.6,3.1,31,1
1911-01-01,1911,1,5.6,5.6,2.6,31,1
1911-02-01,1911,2,15.0,15.0,3.7,28,1
1911-03-01,1911,3,13.0,13.0,3.5,31,1
1911-04-01,1911,4,27.6,27.6,4.7,30,1
1911-05-01,1911,5,15.1,15.1,3.7,31,1
1911-06-01,1911,6,3.7,3.7,2.4,30,1
1911-07-01,1911,7,5.9,5.9,2.7,31,1
1911-08-01,1911,8,6.7,6.7,2.7,31,1
1911-09-01,1911,9,6.7,6.7,2.8,30,1
1911-10-01,1911,10,4.5,4.5,2.5,31,1
1911-11-01,1911,11,7.0,7.0,2.7,30,1
1911-12-01,1911,12,3.7,3.7,2.4,31,1
1912-01-01,1912,1,0.4,0.4,2.1,31,1
1912-02-01,1912,2,0.0,0.0,2.0,29,1
1912-03-01,1912,3,8.2,8.2,2.9,31,1
1912-04-01,1912,4,7.6,7.6,3.0,30,1
1912-05-01,1912,5,7.4,7.4,2.8,31,1
1912-06-01,1912,6,6.9,6.9,2.7,30,1
1912-07-01,1912,7,4.9,4.9,2.6,31,1
1912-08-01,1912,8,0.5,0.5,2.1,31,1
1912-09-01,1912,9,15.9,15.9,3.7,30,1
1912-10-01,1912,10,7.6,7.6,3.0,31,1
1912-11-01,1912,11,1.9,1.9,2.3,30,1
1912-12-01,1912,12,10.6,10.6,3.3,31,1
1913-01-01,1913,1,3.8,3.8,2.4,31,1
1913-02-01,1913,2,4.8,4.8,2.6,28,1
1913-03-01,1913,3,0.8,0.8,2.1,31,1
1913-04-01,1913,4,1.6,1.6,2.2,30,1
1913-05-01,1913,5,0.0,0.0,2.0,31,1
1913-06-01,1913,6,0.0,0.0,2.0,30,1
1913-07-01,1913,7,2.9,2.9,2.4,31,1
1913-08-01,1913,8,0.4,0.4,2.0,31,1
1913-09-01,1913,9,2.0,2.0,2.3,30,1
1913-10-01,1913,10,5.2,5.2,2.6,31,1
1913-11-01,1913,11,1.2,1.2,2.1,30,1
1913-12-01,1913,12,6.3,6.3,2.8,31,1
1914-01-01,1914,1,4.7,4.7,2.6,31,1
1914-02-01,1914,2,4.4,4.4,2.5,28,1
1914-03-01,1914,3,5.3,5.3,2.6,31,1
1914-04-01,1914,4,28.9,28.9,4.8,30,1
1914-05-01,1914,5,8.7,8.7,3.1,31,1
1914-06-01,1914,6,19.1,19.1,4.1,30,1
1914-07-01,1914,7,9.1,9.1,3.0,31,1
1914-08-01,1914,8,12.9,12.9,3.5,31,1
1914-09-01,1914,9,21.2,21.2,4.2,30,1
1914-10-01,1914,10,13.7,13.7,3.5,31,1
1914-11-01,1914,11,27.3,27.3,4.7,30,1
1914-12-01,1914,12,37.3,37.3,5.4,31,1
1915-01-01,1915,1,38.5,38.5,5.5,31,1
1915-02-01,1915,2,70.4,70.4,7.5,28,1
1915-03-01,1915,3,64.8,64.8,7.2,31,1
1915-04-01,1915,4,68.9,68.9,7.4,30,1
1915-05-01,1915,5,55.1,55.1,6.7,31,1
1915-06-01,1915,6,114.7,114.7,9.5,30,1
1915-07-01,1915,7,119.4,119.4,9.7,31,1
1915-08-01,1915,8,116.0,116.0,9.6,31,1
1915-09-01,1915,9,82.4,82.4,8.1,30,1
1915-10-01,1915,10,89.1,89.1,8.4,31,1
1915-11-01,1915,11,70.9,70.9,7.5,30,1
1915-12-01,1915,12,57.5,57.5,6.8,31,1
1916-01-01,1916,1,75.5,75.5,7.8,31,1
1916-02-01,1916,2,92.4,92.4,8.6,29,1
1916-03-01,1916,3,111.7,111.7,9.4,31,1
1916-04-01,1916,4,119.8,119.8,9.8,30,1
1916-05-01,1916,5,124.0,124.0,9.9,31,1
1916-06-01,1916,6,112.9,112.9,9.5,30,1
1916-07-01,1916,7,89.3,89.3,8.4,31,1
1916-08-01,1916,8,58.6,58.6,6.9,31,1
1916-09-01,1916,9,75.1,75.1,7.7,30,1
1916-10-01,1916,10,84.5,84.5,8.2,31,1
1916-11-01,1916,11,109.5,109.5,9.3,30,1
1916-12-01,1916,12,88.3,88.3,8.4,31,1
1917-01-01,1917,1,124.5,124.5,10.0,31,1
1917-02-01,1917,2,119.9,119.9,9.8,28,1
1917-03-01,1917,3,158.0,158.0,11.2,31,1
1917-04-01,1917,4,124.6,124.6,10.0,30,1
1917-05-01,1917,5,190.2,190.2,12.3,31,1
1917-06-01,1917,6,191.4,191.4,12.3,30,1
1917-07-01,1917,7,199.7,199.7,12.6,31,1
1917-08-01,1917,8,257.7,257.7,14.3,31,1
1917-09-01,1917,9,215.6,215.6,13.1,30,1
1917-10-01,1917,10,120.3,120.3,9.8,31,1
1917-11-01,1917,11,160.7,160.7,11.3,30,1
1917-12-01,1917,12,215.5,215.5,13.1,31,1
1918-01-01,1918,1,160.0,160.0,11.3,31,1
1918-02-01,1918,2,108.7,108.7,9.3,28,1
1918-03-01,1918,3,120.4,120.4,9.8,31,1
1918-04-01,1918,4,134.1,134.1,10.3,30,1
1918-05-01,1918,5,127.9,127.9,10.1,31,1
1918-06-01,1918,6,99.0,99.0,8.9,30,1
1918-07-01,1918,7,179.5,179.5,11.9,31,1
1918-08-01,1918,8,169.6,169.6,11.6,31,1
1918-09-01,1918,9,133.2,133.2,10.3,30,1
1918-10-01,1918,10,141.7,141.7,10.6,31,1
1918-11-01,1918,11,139.0,139.0,10.5,30,1
1918-12-01,1918,12,98.5,98.5,8.9,31,1
1919-01-01,1919,1,80.2,80.2,8.0,31,1
1919-02-01,1919,2,132.5,132.5,10.3,28,1
1919-03-01,1919,3,110.9,110.9,9.4,31,1
1919-04-01,1919,4,86.3,86.3,8.3,30,1
1919-05-01,1919,5,146.9,146.9,10.8,31,1
1919-06-01,1919,6,185.3,185.3,12.1,30,1
1919-07-01,1919,7,107.8,107.8,9.3,31,1
1919-08-01,1919,8,115.1,115.1,9.6,31,1
1919-09-01,1919,9,91.1,91.1,8.5,30,1
1919-10-01,1919,10,88.0,88.0,8.4,31,1
1919-11-01,1919,11,69.9,69.9,7.5,30,1
1919-12-01,1919,12,58.0,58.0,6.8,31,1
1920-01-01,1920,1,85.3,85.3,8.2,31,1
1920-02-01,1920,2,89.8,89.8,8.5,29,1
1920-03-01,1920,3,116.9,116.9,9.6,31,1
1920-04-01,1920,4,24.7,24.7,4.5,30,1
1920-05-01,1920,5,55.4,55.4,6.6,31,1
1920-06-01,1920,6,64.6,64.6,7.2,30,1
1920-07-01,1920,7,45.7,45.7,6.0,31,1
1920-08-01,1920,8,31.9,31.9,5.1,31,1
1920-09-01,1920,9,60.5,60.5,7.0,30,1
1920-10-01,1920,10,82.7,82.7,8.1,31,1
1920-11-01,1920,11,45.3,45.3,6.0,30,1
1920-12-01,1920,12,49.8,49.8,6.3,31,1
1921-01-01,1921,1,52.5,52.5,6.5,31,1
1921-02-01,1921,2,47.1,47.1,6.1,28,1
1921-03-01,1921,3,44.5,44.5,6.0,31,1
1921-04-01,1921,4,54.0,54.0,6.6,30,1
1921-05-01,1921,5,37.0,37.0,5.5,31,1
1921-06-01,1921,6,56.2,56.2,6.7,30,1
1921-07-01,1921,7,69.7,69.7,7.4,31,1
1921-08-01,1921,8,38.0,38.0,5.5,31,1
1921-09-01,1921,9,29.6,29.6,4.9,30,1
1921-10-01,1921,10,30.3,30.3,5.0,31,1
1921-11-01,1921,11,29.6,29.6,5.0,30,1
1921-12-01,1921,12,33.9,33.9,5.3,31,1
1922-01-01,1922,1,19.7,19.7,4.1,31,1
1922-02-01,1922,2,43.9,43.9,6.0,28,1
1922-03-01,1922,3,91.3,91.3,8.5,31,1
1922-04-01,1922,4,18.3,18.3,4.0,30,1
1922-05-01,1922,5,13.4,13.4,3.5,31,1
1922-06-01,1922,6,9.8,9.8,3.1,30,1
1922-07-01,1922,7,18.3,18.3,4.0,31,1
1922-08-01,1922,8,10.9,10.9,3.3,31,1
1922-09-01,1922,9,7.8,7.8,2.8,30,1
1922-10-01,1922,10,10.4,10.4,3.2,31,1
1922-11-01,1922,11,12.2,12.2,3.3,30,1
1922-12-01,1922,12,29.0,29.0,5.0,31,1
1923-01-01,1923,1,7.5,7.5,3.0,31,1
1923-02-01,1923,2,2.5,2.5,2.3,28,1
1923-03-01,1923,3,5.5,5.5,2.6,31,1
1923-04-01,1923,4,10.2,10.2,3.1,30,1
1923-05-01,1923,5,5.3,5.3,2.6,31,1
1923-06-01,1923,6,15.3,15.3,3.7,30,1
1923-07-01,1923,7,5.9,5.9,2.7,31,1
1923-08-01,1923,8,0.8,0.8,2.1,31,1
1923-09-01,1923,9,22.1,22.1,4.2,30,1
1923-10-01,1923,10,19.5,19.5,4.0,31,1
1923-11-01,1923,11,16.7,16.7,3.8,30,1
1923-12-01,1923,12,4.6,4.6,2.6,31,1
1924-01-01,1924,1,0.8,0.8,2.1,31,1
1924-02-01,1924,2,8.5,8.5,3.1,29,1
1924-03-01,1924,3,3.0,3.0,2.4,31,1
1924-04-01,1924,4,18.9,18.9,4.2,30,1
1924-05-01,1924,5,34.6,34.6,5.3,31,1
1924-06-01,1924,6,40.0,40.0,5.6,30,1
1924-07-01,1924,7,46.9,46.9,6.1,31,1
1924-08-01,1924,8,32.1,32.1,5.1,31,1
1924-09-01,1924,9,41.9,41.9,5.8,30,1
1924-10-01,1924,10,42.6,42.6,5.8,31,1
1924-11-01,1924,11,37.5,37.5,5.6,30,1
1924-12-01,1924,12,27.5,27.5,4.8,31,1
1925-01-01,1925,1,9.1,9.1,3.1,31,1
1925-02-01,1925,2,38.6,38.6,5.6,28,1
1925-03-01,1925,3,30.0,30.0,5.0,31,1
1925-04-01,1925,4,53.0,53.0,6.5,30,1
1925-05-01,1925,5,71.4,71.4,7.5,31,1
1925-06-01,1925,6,79.1,79.1,7.9,30,1
1925-07-01,1925,7,64.2,64.2,7.2,31,1
1925-08-01,1925,8,63.3,63.3,7.1,31,1
1925-09-01,1925,9,100.3,100.3,8.9,30,1
1925-10-01,1925,10,115.3,115.3,9.6,31,1
1925-11-01,1925,11,97.6,97.6,8.8,30,1
1925-12-01,1925,12,164.4,164.4,11.4,31,1
1926-01-01,1926,1,119.7,119.7,9.8,31,1
1926-02-01,1926,2,116.4,116.4,9.6,28,1
1926-03-01,1926,3,104.2,104.2,9.1,31,1
1926-04-01,1926,4,64.2,64.2,7.2,30,1
1926-05-01,1926,5,107.0,107.0,9.2,31,1
1926-06-01,1926,6,122.4,122.4,9.9,30,1
1926-07-01,1926,7,87.2,87.2,8.3,31,1
1926-08-01,1926,8,102.7,102.7,9.0,31,1
1926-09-01,1926,9,101.4,101.4,9.0,30,1
1926-10-01,1926,10,119.3,119.3,9.7,31,1
1926-11-01,1926,11,100.8,100.8,9.0,30,1
1926-12-01,1926,12,132.4,132.4,10.3,31,1
1927-01-01,1927,1,136.0,136.0,10.4,31,1
1927-02-01,1927,2,155.1,155.1,11.1,28,1
1927-03-01,1927,3,116.1,116.1,9.6,31,1
1927-04-01,1927,4,155.8,155.8,11.1,30,1
1927-05-01,1927,5,131.9,131.9,10.2,31,1
1927-06-01,1927,6,98.5,98.5,8.8,30,1
1927-07-01,1927,7,91.6,91.6,8.5,31,1
1927-08-01,1927,8,89.6,89.6,8.4,31,1
1927-09-01,1927,9,114.1,114.1,9.5,30,1
1927-10-01,1927,10,105.2,105.2,9.1,31,1
1927-11-01,1927,11,112.1,112.1,9.4,30,1
1927-12-01,1927,12,75.3,75.3,7.7,31,1
1928-01-01,1928,1,139.2,139.2,10.5,31,1
1928-02-01,1928,2,122.4,122.4,9.9,29,1
1928-03-01,1928,3,142.4,142.4,10.7,31,1
1928-04-01,1928,4,134.3,134.3,10.3,30,1
1928-05-01,1928,5,128.3,128.3,10.1,31,1
1928-06-01,1928,6,152.4,152.4,11.0,30,1
1928-07-01,1928,7,163.4,163.4,11.4,31,1
1928-08-01,1928,8,139.6,139.6,10.5,31,1
1928-09-01,1928,9,149.6,149.6,10.9,30,1
1928-10-01,1928,10,102.3,102.3,9.0,31,1
1928-11-01,1928,11,83.9,83.9,8.2,30,1
1928-12-01,1928,12,98.3,98.3,8.8,31,1
1929-01-01,1929,1,114.8,114.8,9.6,31,1
1929-02-01,1929,2,104.7,104.7,9.1,28,1
1929-03-01,1929,3,83.8,83.8,8.2,31,1
1929-04-01,1929,4,87.9,87.9,8.4,30,1
1929-05-01,1929,5,97.0,97.0,8.8,31,1
1929-06-01,1929,6,119.9,119.9,9.8,30,1
1929-07-01,1929,7,117.1,117.1,9.6,31,1
1929-08-01,1929,8,109.6,109.6,9.3,31,1
1929-09-01,1929,9,57.3,57.3,6.8,30,1
1929-10-01,1929,10,90.1,90.1,8.5,31,1
1929-11-01,1929,11,135.1,135.1,10.4,30,1
1929-12-01,1929,12,179.9,179.9,12.0,31,1
1930-01-01,1930,1,108.8,108.8,9.3,31,1
1930-02-01,1930,2,83.1,83.1,8.1,28,1
1930-03-01,1930,3,58.4,58.4,6.8,31,1
1930-04-01,1930,4,63.7,63.7,7.1,30,1
1930-05-01,1930,5,61.4,61.4,7.0,31,1
1930-06-01,1930,6,48.0,48.0,6.2,30,1
1930-07-01,1930,7,36.5,36.5,5.4,31,1
1930-08-01,1930,8,41.5,41.5,5.7,31,1
1930-09-01,1930,9,53.5,53.5,6.5,30,1
1930-10-01,1930,10,57.2,57.2,6.8,31,1
1930-11-01,1930,11,59.4,59.4,6.9,30,1
1930-12-01,1930,12,43.0,43.0,5.9,31,1
1931-01-01,1931,1,24.4,24.4,4.5,31,1
1931-02-01,1931,2,71.8,71.8,7.6,28,1
1931-03-01,1931,3,50.1,50.1,6.3,31,1
1931-04-01,1931,4,52.0,52.0,6.4,30,1
1931-05-01,1931,5,40.8,40.8,5.7,31,1
1931-06-01,1931,6,25.5,25.5,4.7,30,1
1931-07-01,1931,7,29.0,29.0,4.8,31,1
1931-08-01,1931,8,21.6,21.6,4.3,31,1
1931-09-01,1931,9,31.7,31.7,5.0,30,1
1931-10-01,1931,10,16.6,16.6,3.7,31,1
1931-11-01,1931,11,31.2,31.2,5.1,30,1
1931-12-01,1931,12,29.7,29.7,4.9,31,1
1932-01-01,1932,1,20.1,20.1,4.1,31,1
1932-02-01,1932,2,17.6,17.6,3.9,29,1
1932-03-01,1932,3,18.8,18.8,4.0,31,1
1932-04-01,1932,4,18.7,18.7,4.1,30,1
1932-05-01,1932,5,29.7,29.7,4.9,31,1
